UID,"Applic
date",Loan/Card/Overdraft Type,Amount/AMD,Approved/declined,Reason of decline,"Approved
limit",Loyal/Payroll,Local Currency Average balance for last 1month (customer level),Local Currency Average balance for last 6 months (customer level),Credit turnover  for last 6 months (customer level),Debit turnover for last 6 months (customer level),Gender,Marital Status,# of children,Education Level,Home Ownership status,Relationship start date (with the Bank),ID Type,Citizenship,Country of Residency,Customer segment,Employer,Industry,Job Title,Occupation type,Employed since (current employer),Duration with previous employer (years),Other income weighted,Salary weighted,Experience(Current employer),Total Experience,Total income,Total turnover,Debt/Income
4629,20191014,5,630000.0,0,21,630000.0,1,23443.0,3949.0,129270.0,-129000.0,1,3,0.0,4,5,20190722,4,0,1,0,474,14,2617,5,20190624.0,0.5,0.0,1268472.0,0.30684931506849317,0.8068493150684932,15221664.0,270.0,0.04138837908917185
2001,20190608,5,2820000.0,0,21,2820000.0,1,41436.0,98658.0,4016705.0,-4022548.0,1,2,1.0,0,4,20150313,3,0,1,1,1052,9,1125,0,20121203.0,0.0,0.0,4766400.0,6.515068493150685,6.515068493150685,57196800.0,-5843.0,0.049303457536085935
269,20190725,5,500000.0,0,21,500000.0,1,76223.0,85066.0,4460161.0,-3267789.0,0,2,2.0,0,0,20040412,3,0,1,0,2346,12,1606,3,20130801.0,0.0,0.0,4700400.0,5.983561643835617,5.983561643835617,56404800.0,1192372.0,0.008864493801945934
845,20180706,5,2000000.0,0,21,2000000.0,1,212169.0,95694.0,6976962.0,-5997591.0,1,3,0.0,0,4,20170911,4,0,1,1,1406,19,2409,3,20130814.0,0.0,4365000.0,2676000.0,4.895890410958904,4.895890410958904,36477000.0,979371.0,0.05482907037311183
4447,20200720,5,1650000.0,0,21,1650000.0,1,41762.0,1022991.0,8095370.0,-10716226.0,1,3,0.0,5,1,20150623,4,0,1,1,475,14,1437,3,20141222.0,0.8,2640000.0,5446560.0,5.580821917808219,6.380821917808219,67998720.0,-2620856.0,0.024265162638355545
6538,20180925,5,1800000.0,0,21,1800000.0,1,45.0,872.0,333500.0,-256646.0,0,3,0.0,0,0,20130520,4,0,1,1,2327,12,544,2,20171002.0,2.5,2400000.0,2760000.0,0.9808219178082191,3.4808219178082194,35520000.0,76854.0,0.05067567567567568
433,20180614,5,2000000.0,0,21,2000000.0,1,418096.0,283324.0,8883283.0,-8129109.0,1,2,2.0,0,4,20080319,4,0,1,1,457,1,382,3,20150413.0,3.0,7440000.0,4956000.0,3.1726027397260275,6.1726027397260275,66912000.0,754174.0,0.029890004782400764
466,20180829,5,3000000.0,0,21,3000000.0,1,265375.0,164827.0,14463752.0,-14463965.0,0,2,2.0,0,5,20111007,3,0,1,1,2362,4,160,0,20120101.0,0.0,1221840.0,22852272.0,6.663013698630137,6.663013698630137,275449104.0,-213.0,0.010891304260695654
5728,20200213,0,100000.0,0,21,100000.0,1,8397.0,1414.0,17333.0,-17000.0,1,3,0.0,3,4,20191121,4,0,1,0,949,2,2617,5,20130901.0,0.0,0.0,1200000.0,6.454794520547945,6.454794520547945,14400000.0,333.0,0.006944444444444444
2950,20180208,0,750000.0,0,21,750000.0,1,122514.0,40190.0,937085.0,-922900.0,1,3,0.0,0,4,20171027,4,0,1,1,1451,12,1765,3,20171017.0,1.7,0.0,4504080.0,0.31232876712328766,2.0123287671232877,54048960.0,14185.0,0.013876307703237953
4166,20191008,0,300000.0,0,21,300000.0,1,201876.0,74236.0,3234075.0,-3099568.0,1,2,1.0,0,4,20130325,4,0,1,1,475,14,1437,3,20120719.0,3.0,0.0,5436000.0,7.2246575342465755,10.224657534246575,65232000.0,134507.0,0.00459896983075791
1028,20200820,5,1200000.0,0,21,1200000.0,1,10411.0,48879.0,6180618.0,-5811521.0,1,2,2.0,5,0,20060428,4,0,1,0,474,14,436,2,20110810.0,0.0,0.0,3844920.0,9.035616438356165,9.035616438356165,46139040.0,369097.0,0.02600834347658729
4269,20190207,5,3000000.0,1,21,3000000.0,1,2584301.0,1307853.0,5824638.0,-4097227.0,1,3,0.0,0,0,20140620,4,0,1,1,2337,12,2476,3,20210108.0,8.0,0.0,8776476.0,-1.9205479452054794,6.079452054794521,105317712.0,1727411.0,0.028485237127065577
4459,20180717,1,50000.0,0,21,50000.0,1,123751.0,115479.0,3942080.0,-3585800.0,1,3,0.0,0,5,20150916,3,0,1,0,548,12,1765,3,20191118.0,0.0,0.0,7200000.0,-1.3397260273972602,-1.3397260273972602,86400000.0,356280.0,0.0005787037037037037
1534,20190928,2,2000000.0,0,21,2000000.0,1,3965067.0,4655218.0,19458030.0,-19373761.0,1,2,1.0,0,4,20060627,4,0,1,1,2073,12,1889,3,20100427.0,0.0,0.0,16857132.0,9.427397260273972,9.427397260273972,202285584.0,84269.0,0.00988701201762356
5498,20200615,5,1300000.0,0,21,1300000.0,1,57190.0,97201.0,5717958.0,-5532415.0,1,3,0.0,0,0,20190207,3,0,1,1,1349,18,449,1,20130822.0,0.0,0.0,2959176.0,6.8191780821917805,6.8191780821917805,35510112.0,185543.0,0.03660929033397586
371,20180127,0,1000000.0,0,21,1000000.0,1,257569.0,393578.0,3555080.0,-3463000.0,0,2,2.0,0,1,20070228,4,0,1,2,1610,10,1623,3,20050101.0,0.0,200000.0,4800000.0,13.07945205479452,13.07945205479452,57800000.0,92080.0,0.01730103806228374
4831,20200825,0,200000.0,0,21,200000.0,1,12119.0,29227.0,1236466.0,-1813658.0,1,2,1.0,4,5,20200203,4,0,1,0,1603,23,716,2,20191210.0,0.0,0.0,2880000.0,0.7095890410958904,0.7095890410958904,34560000.0,-577192.0,0.005787037037037037
4046,20180731,1,100000.0,0,21,100000.0,1,19172.0,59336.0,5752414.0,-5857231.0,1,2,1.0,0,0,20150930,4,0,1,1,1242,12,1846,3,20131201.0,0.0,0.0,6494400.0,4.6657534246575345,4.6657534246575345,77932800.0,-104817.0,0.001283156770961649
2728,20181025,5,1640000.0,0,21,1640000.0,1,220115.0,209779.0,10621861.0,-11423953.0,1,2,0.0,0,0,20141205,4,0,1,1,1976,12,2298,3,20161212.0,1.3,0.0,9000000.0,1.8684931506849316,3.168493150684932,108000000.0,-802092.0,0.015185185185185185
2105,20181207,5,2900000.0,0,21,2600000.0,1,1028.0,3534.0,3370868.0,-2865983.0,0,2,2.0,0,2,20080205,4,0,1,0,1494,5,1027,0,19950303.0,0.0,1920000.0,4560000.0,23.78082191780822,23.78082191780822,56640000.0,504885.0,0.05120056497175141
1075,20190822,5,1500000.0,0,21,1500000.0,1,4251.0,31926.0,5810219.0,-9790496.0,1,2,1.0,0,0,20190122,3,0,1,0,877,4,2562,0,20151118.0,0.0,0.0,13038000.0,3.7616438356164386,3.7616438356164386,156456000.0,-3980277.0,0.009587360024543641
1256,20180523,5,350000.0,0,21,350000.0,1,446140.0,188153.0,4401420.0,-4393700.0,0,2,2.0,0,2,20140213,4,0,1,1,2185,4,1209,0,20080404.0,0.0,1215360.0,5388000.0,10.139726027397261,10.139726027397261,65871360.0,7720.0,0.005313386576503051
320,20181002,5,1000000.0,0,21,400000.0,1,268450.0,227421.0,14456769.0,-17211823.0,0,2,2.0,0,4,20040802,4,0,1,1,2073,12,1839,3,20100903.0,0.0,0.0,16824000.0,8.084931506849315,8.084931506849315,201888000.0,-2755054.0,0.004953241401172928
5147,20190820,5,2000000.0,0,21,2000000.0,1,10934557.0,10116250.0,2226095.0,-471052.0,1,2,2.0,4,1,20140926,3,0,1,1,2018,4,513,0,20110422.0,0.0,0.0,5054976.0,8.334246575342465,8.334246575342465,60659712.0,1755043.0,0.03297081265403964
1287,20191015,5,1200000.0,0,21,1200000.0,1,13041.0,33095.0,1400000.0,-1201300.0,1,2,2.0,0,0,20150428,3,0,1,0,49,11,1455,3,20081001.0,0.0,4800000.0,2400000.0,11.043835616438356,11.043835616438356,33600000.0,198700.0,0.03571428571428571
7009,20200708,4,620000.0,0,21,620000.0,1,415.0,1291.0,578710.0,-579300.0,1,3,0.0,4,1,20191031,4,0,1,0,1855,23,2617,5,20190801.0,0.0,0.0,1200000.0,0.936986301369863,0.936986301369863,14400000.0,-590.0,0.043055555555555555
6177,20190422,0,100000.0,0,21,100000.0,1,47974.0,98505.0,1968857.0,-1972800.0,1,2,2.0,0,1,20180824,3,0,1,1,1369,18,1587,1,19960501.0,0.0,0.0,3465180.0,22.98904109589041,22.98904109589041,41582160.0,-3943.0,0.0024048774763023376
5540,20200706,5,1200000.0,0,21,1200000.0,1,7273.0,39072.0,2566621.0,-2666455.0,0,2,0.0,0,2,20190423,3,0,1,1,2073,12,1908,3,20190401.0,0.0,0.0,4261320.0,1.2657534246575342,1.2657534246575342,51135840.0,-99834.0,0.023466906967794018
499,20190924,5,300000.0,0,21,300000.0,1,1912517.0,2629589.0,8745356.0,-10303986.0,0,3,0.0,0,0,20141029,4,0,1,1,1309,12,1310,3,20151001.0,0.0,0.0,8641656.0,3.9835616438356163,3.9835616438356163,103699872.0,-1558630.0,0.002892964033745384
2711,20180702,5,720000.0,0,21,720000.0,1,10817.0,23882.0,2001406.0,-1729319.0,1,3,0.0,0,0,20140826,4,0,1,0,943,4,1997,3,20180601.0,2.0,1440000.0,1450704.0,0.08493150684931507,2.084931506849315,18848448.0,272087.0,0.0381994315924579
2333,20181103,1,3000000.0,0,21,3000000.0,1,388061.0,412122.0,6840180.0,-6419736.0,0,2,3.0,0,4,20090814,4,0,1,1,863,12,73,3,20041001.0,15.0,0.0,12420000.0,14.098630136986301,29.0986301369863,149040000.0,420444.0,0.020128824476650563
4524,20180523,0,100000.0,0,21,100000.0,1,93123.0,57595.0,744557.0,-696200.0,0,3,0.0,0,0,20171221,4,0,1,0,464,14,886,3,20170926.0,0.0,0.0,2739552.0,0.6547945205479452,0.6547945205479452,32874624.0,48357.0,0.0030418598856066003
5393,20181015,0,50000.0,0,21,50000.0,1,9695.0,9716.0,1042275.0,-1070800.0,1,2,1.0,4,0,20180328,4,0,1,1,2073,12,1908,3,20180312.0,0.0,0.0,4033248.0,0.5945205479452055,0.5945205479452055,48398976.0,-28525.0,0.0010330797081326679
5562,20190926,5,860000.0,0,21,860000.0,1,38360.0,8320.0,728328.0,-1013359.0,1,3,0.0,0,1,20190617,4,0,1,1,1594,12,1315,3,20190603.0,0.0,0.0,2580000.0,0.3150684931506849,0.3150684931506849,30960000.0,-285031.0,0.027777777777777776
6628,20180605,0,100000.0,0,21,100000.0,1,14086.0,192460.0,1206090.0,-1200843.0,1,3,0.0,0,0,20150523,4,0,1,0,714,12,2496,5,20161017.0,0.0,0.0,4304304.0,1.632876712328767,1.632876712328767,51651648.0,5247.0,0.0019360466485019026
1701,20180505,5,1010000.0,0,21,1010000.0,1,265584.0,863293.0,9569194.0,-9887875.0,1,2,2.0,0,4,19971216,4,0,1,1,289,1,708,0,20100302.0,13.0,0.0,13755984.0,8.180821917808219,21.180821917808217,165071808.0,-318681.0,0.0061185493285443385
3649,20201104,5,400000.0,0,21,400000.0,1,583.0,1044.0,647050.0,-646400.0,1,3,0.0,4,0,20200407,4,0,1,0,1855,23,204,5,20200320.0,0.0,0.0,1320000.0,0.6273972602739726,0.6273972602739726,15840000.0,650.0,0.025252525252525252
6844,20200603,0,3000000.0,0,21,3000000.0,1,1756861.0,471639.0,2422110.0,-600.0,0,2,2.0,0,4,20200215,3,0,1,1,2403,12,2404,3,20190506.0,0.0,0.0,9510000.0,1.0794520547945206,1.0794520547945206,114120000.0,2421510.0,0.026288117770767613
4914,20200518,4,4500000.0,0,21,4500000.0,1,18692.0,13570.0,3120600.0,-3196300.0,0,3,0.0,0,0,20080703,4,0,1,1,1891,9,1067,0,20170515.0,1.0,0.0,5612160.0,3.010958904109589,4.010958904109589,67345920.0,-75700.0,0.06681919261033185
6381,20191206,0,100000.0,0,21,100000.0,1,600000.0,98360.0,6000000.0,0.0,1,2,2.0,0,4,20191128,3,0,1,2,1703,12,693,0,20111001.0,0.0,30000000.0,4800000.0,8.186301369863013,8.186301369863013,87600000.0,6000000.0,0.001141552511415525
2819,20180718,5,150000.0,0,21,150000.0,1,39927.0,26147.0,1560297.0,-1461709.0,0,3,0.0,0,6,20160121,4,0,1,1,1660,12,1387,3,20160601.0,2.0,0.0,3978000.0,2.128767123287671,4.1287671232876715,47736000.0,98588.0,0.00314228255404726
2641,20180219,5,1000000.0,0,21,1000000.0,1,412248.0,307773.0,4483693.0,-3599477.0,1,3,0.0,0,4,20130420,4,0,1,1,2359,12,1765,3,20190311.0,0.6,0.0,10680000.0,-1.0547945205479452,-0.4547945205479452,128160000.0,884216.0,0.007802746566791511
5439,20191004,1,350000.0,0,21,350000.0,1,44386.0,46226.0,2159999.0,-2114300.0,1,2,2.0,0,4,20180904,3,0,1,1,2325,12,282,2,20170314.0,7.0,0.0,4200000.0,2.558904109589041,9.55890410958904,50400000.0,45699.0,0.006944444444444444
6575,20200111,1,100000.0,0,21,100000.0,1,39106.0,11184.0,732827.0,-901955.0,1,3,0.0,0,0,20140225,4,0,1,0,808,11,1996,5,20190901.0,2.0,0.0,1560000.0,0.36164383561643837,2.361643835616438,18720000.0,-169128.0,0.005341880341880342
1086,20190410,5,5000000.0,0,21,5000000.0,1,119741.0,20395.0,928000.0,0.0,0,2,2.0,0,2,20190206,4,0,1,1,1242,12,1791,3,20080108.0,0.0,0.0,13536000.0,11.26027397260274,11.26027397260274,162432000.0,928000.0,0.030782111899133175
4827,20200903,5,200000.0,0,21,200000.0,1,30081.0,46752.0,1345708.0,-1829881.0,1,3,0.0,4,0,20200130,4,0,1,0,1189,23,753,3,20170901.0,0.0,0.0,1560000.0,3.0082191780821916,3.0082191780821916,18720000.0,-484173.0,0.010683760683760684
6591,20181127,5,2000000.0,0,21,2000000.0,1,111310.0,227579.0,3167400.0,-3097800.0,0,2,1.0,0,2,20140602,3,0,1,0,226,10,1476,3,20140825.0,0.0,0.0,4811712.0,4.260273972602739,4.260273972602739,57740544.0,69600.0,0.03463770621904774
3853,20190427,5,500000.0,0,21,500000.0,1,404232.0,347210.0,799551.0,-786606.0,0,3,0.0,5,0,20080621,4,0,1,0,727,10,1579,3,19970617.0,0.0,0.0,1830144.0,21.873972602739727,21.873972602739727,21961728.0,12945.0,0.02276687881755024
6598,20201202,5,800000.0,0,21,780000.0,1,35305.0,5948.0,130716.0,-130000.0,1,3,0.0,5,1,20140805,4,0,1,0,2004,23,2041,5,20200915.0,1.5,0.0,1558800.0,0.2136986301369863,1.7136986301369863,18705600.0,716.0,0.04276794115131297
1611,20201109,0,500000.0,0,21,500000.0,1,4601776.0,2229460.0,4642985.0,-5200.0,0,3,0.0,0,0,20200602,4,0,1,1,558,12,2198,3,20190101.0,0.0,900000.0,10800000.0,1.8575342465753424,1.8575342465753424,130500000.0,4637785.0,0.0038314176245210726
1386,20201211,5,500000.0,0,21,500000.0,1,459007.0,260694.0,5953051.0,-6734608.0,0,3,0.0,0,6,20190703,4,0,1,1,1183,12,1455,3,20180717.0,0.0,0.0,5400000.0,2.4054794520547946,2.4054794520547946,64800000.0,-781557.0,0.007716049382716049
748,20180223,2,500000.0,0,21,500000.0,1,26998.0,19946.0,983500.0,-960800.0,1,2,1.0,0,0,20161212,4,0,1,1,1299,12,793,3,20170109.0,6.0,0.0,5704056.0,1.1232876712328768,7.123287671232877,68448672.0,22700.0,0.00730474361869285
3812,20180628,5,1030000.0,0,21,700000.0,1,7500.0,7500.0,0.0,0.0,1,3,0.0,0,5,20150113,4,0,1,0,1074,4,1042,0,20130701.0,0.0,0.0,6600000.0,4.994520547945205,4.994520547945205,79200000.0,0.0,0.013005050505050506
1024,20200110,1,600000.0,0,21,600000.0,1,185921.0,311770.0,5492674.0,-5247604.0,1,2,2.0,0,4,20060425,4,0,1,1,464,14,765,5,20051212.0,0.0,0.0,5340000.0,14.087671232876712,14.087671232876712,64080000.0,245070.0,0.009363295880149813
1160,20191023,5,346000.0,0,21,346000.0,1,139611.0,27863.0,1590020.0,-488925.0,0,2,0.0,0,4,20190425,4,0,1,0,1694,14,1185,2,20030301.0,0.0,0.0,1852080.0,16.65753424657534,16.65753424657534,22224960.0,1101095.0,0.015568082012296085
5015,20180130,5,1000000.0,0,21,1000000.0,1,595398.0,584620.0,3353009.0,-2926925.0,0,2,2.0,0,2,20111024,4,0,1,1,2073,12,35,3,20111019.0,0.0,0.0,9197568.0,6.287671232876712,6.287671232876712,110370816.0,426084.0,0.009060366102575521
2615,20200108,1,100000.0,0,21,100000.0,1,38205.0,50319.0,4748290.0,-4191054.0,1,3,0.0,0,4,20120913,3,0,1,0,447,1,1741,0,20160901.0,0.0,0.0,4800000.0,3.3534246575342466,3.3534246575342466,57600000.0,557236.0,0.001736111111111111
5939,20190508,5,450000.0,0,21,450000.0,1,17261.0,50043.0,2345191.0,-2170316.0,0,2,2.0,0,4,20090918,4,0,1,0,1125,1,1774,3,20120901.0,0.0,426900.0,3600000.0,6.684931506849315,6.684931506849315,43626900.0,174875.0,0.010314737008588738
5550,20191203,5,170000.0,0,21,170000.0,1,19344.0,11302.0,1189188.0,-1560197.0,0,0,1.0,4,4,20190506,3,0,1,0,1197,23,2046,5,20180901.0,0.0,420000.0,1380000.0,1.2547945205479452,1.2547945205479452,16980000.0,-371009.0,0.010011778563015312
902,20201201,0,50000.0,0,21,50000.0,1,92582.0,55124.0,5561583.0,-4911474.0,1,2,2.0,5,0,20050216,4,0,1,1,648,16,537,0,20200922.0,2.0,0.0,13470492.0,0.1917808219178082,2.191780821917808,161645904.0,650109.0,0.00030931807588517677
5269,20191017,0,50000.0,0,21,50000.0,1,2763.0,15830.0,0.0,-18800.0,1,3,0.0,0,0,20161216,4,0,1,0,2075,12,1249,4,20190902.0,0.0,150000.0,0.0,0.1232876712328767,0.1232876712328767,150000.0,-18800.0,0.3333333333333333
2021,20190910,1,500000.0,0,21,500000.0,1,293774.0,117848.0,3634840.0,-3269359.0,1,3,0.0,0,0,20170321,3,0,1,1,415,9,2375,0,20150901.0,7.0,5859996.0,7200000.0,4.027397260273973,11.027397260273972,92259996.0,365481.0,0.005419466959439278
3893,20180524,0,100000.0,0,21,100000.0,1,3308422.0,5419899.0,7004639.0,-11833181.0,1,3,0.0,0,0,20120405,3,0,1,1,1880,12,695,2,20120401.0,1.5,0.0,7440000.0,6.147945205479452,7.647945205479452,89280000.0,-4828542.0,0.0011200716845878136
2213,20190522,5,6500000.0,0,21,6000000.0,1,1585189.0,1090664.0,6182326.0,-5991900.0,0,2,1.0,0,4,20080711,4,0,1,1,696,12,2198,3,20140609.0,0.0,0.0,12000000.0,4.953424657534247,4.953424657534247,144000000.0,190426.0,0.04513888888888889
4497,20190926,5,600000.0,0,21,600000.0,1,6704.0,4100.0,1323600.0,-1322800.0,1,2,3.0,4,4,20160607,3,0,1,0,1332,2,2614,5,20050601.0,0.0,0.0,2760000.0,14.32876712328767,14.32876712328767,33120000.0,800.0,0.018115942028985508
2481,20181224,0,100000.0,0,21,100000.0,1,32654.0,19716.0,883775.0,-879800.0,0,3,0.0,0,0,20180227,4,0,1,1,1660,12,490,3,20180226.0,0.0,0.0,2112000.0,0.8246575342465754,0.8246575342465754,25344000.0,3975.0,0.003945707070707071
6493,20200624,5,780000.0,0,21,780000.0,1,87064.0,43654.0,596468.0,-446900.0,1,2,2.0,0,4,20200212,3,0,1,0,961,14,2617,5,20120402.0,0.0,0.0,2436000.0,8.232876712328768,8.232876712328768,29232000.0,149568.0,0.026683087027914613
304,20181114,5,500000.0,0,21,500000.0,1,52187.0,58502.0,4983367.0,-5042788.0,0,2,2.0,0,2,20040614,4,0,1,1,1321,10,1476,3,20160516.0,3.0,0.0,7654932.0,2.4986301369863013,5.498630136986302,91859184.0,-59421.0,0.005443113886141205
955,20190715,5,750000.0,0,21,750000.0,1,1063.0,1576.0,441387.0,-241564.0,1,3,0.0,0,0,20180724,3,0,1,0,1753,18,539,3,20140801.0,0.0,0.0,2004000.0,4.956164383561644,4.956164383561644,24048000.0,199823.0,0.031187624750499
2207,20180116,0,500000.0,0,21,500000.0,1,51142767.0,8629126.0,217350000.0,-137654300.0,0,3,0.0,0,0,20080627,3,0,1,2,1634,1,839,3,20190201.0,4.0,4692000.0,3600000.0,-1.0438356164383562,2.956164383561644,47892000.0,79695700.0,0.01044015701996158
130,20190322,0,350000.0,0,21,350000.0,1,373999.0,376923.0,2493800.0,-2246924.0,1,2,2.0,0,2,20020211,4,0,1,0,2373,1,275,2,19970201.0,0.0,1200000.0,2583600.0,22.147945205479452,22.147945205479452,32203200.0,246876.0,0.01086848511949123
1156,20200915,5,3747081.0,0,21,3000000.0,1,289186.0,190366.0,5227340.0,-4574880.0,0,0,1.0,0,4,20061225,4,0,1,1,2221,19,301,5,20130520.0,16.0,1080000.0,6948000.0,7.328767123287672,23.328767123287673,84456000.0,652460.0,0.04436725632281898
1280,20191015,4,615000.0,0,21,615000.0,1,8478.0,6748.0,61158.0,-57664.0,1,2,2.0,0,6,20150318,3,0,1,0,18,5,1654,3,20140901.0,0.0,1182552.0,1548000.0,5.123287671232877,5.123287671232877,19758552.0,3494.0,0.031125762657101593
4519,20200713,5,1200000.0,0,21,1200000.0,1,5393.0,7868.0,1258236.0,-1209317.0,1,3,0.0,0,5,20171024,4,0,1,0,464,14,2030,3,20171006.0,0.1,0.0,1990800.0,2.76986301369863,2.8698630136986303,23889600.0,48919.0,0.05023106288929074
1245,20180628,0,50000.0,0,21,50000.0,1,455702.0,328030.0,723060.0,-768800.0,1,3,0.0,0,4,20140124,4,0,1,0,615,12,1765,3,20140108.0,0.0,0.0,1440000.0,4.471232876712329,4.471232876712329,17280000.0,-45740.0,0.0028935185185185184
6716,20190117,5,2200000.0,0,21,2200000.0,1,3216.0,1494.0,768088.0,-417771.0,1,2,1.0,0,0,20170831,4,0,1,0,158,11,1689,2,20150706.0,0.0,0.0,4477152.0,3.536986301369863,3.536986301369863,53725824.0,350317.0,0.040948650689843304
5417,20200811,5,2000000.0,0,21,2000000.0,1,24594.0,49512.0,2283185.0,-2315000.0,1,3,0.0,0,0,20180725,4,0,1,1,2073,12,2299,3,20180703.0,0.0,0.0,4200000.0,2.1095890410958904,2.1095890410958904,50400000.0,-31815.0,0.03968253968253968
2429,20190810,5,1900000.0,0,21,1900000.0,1,273356.0,238448.0,2935098.0,-2704000.0,1,2,1.0,0,6,20101109,3,0,1,1,2220,1,1791,3,20200303.0,0.3,12000000.0,10356000.0,-0.5643835616438356,-0.26438356164383564,136272000.0,231098.0,0.013942702829634848
5147,20190222,0,840000.0,0,21,840000.0,1,9167209.0,9098356.0,18432365.0,-18236024.0,1,2,2.0,4,1,20140926,3,0,1,1,2018,4,513,0,20110422.0,0.0,0.0,5054976.0,7.843835616438356,7.843835616438356,60659712.0,196341.0,0.013847741314696647
1584,20200922,0,50000.0,0,21,50000.0,1,3041.0,78994.0,1171366.0,-1651957.0,1,2,0.0,4,0,20200213,4,0,1,0,960,14,715,5,20180414.0,0.0,0.0,1740000.0,2.4438356164383563,2.4438356164383563,20880000.0,-480591.0,0.0023946360153256703
6108,20190925,0,200000.0,0,21,200000.0,1,356242.0,350835.0,3121764.0,-2955800.0,1,3,0.0,0,0,20160722,4,0,1,1,1660,12,1765,3,20160801.0,0.0,0.0,5112000.0,3.1506849315068495,3.1506849315068495,61344000.0,165964.0,0.003260302556077204
6846,20200603,0,2000000.0,0,21,2000000.0,1,314332.0,125291.0,4421516.0,-3480600.0,1,3,0.0,0,0,20200215,3,0,1,1,2403,12,1765,3,20190911.0,0.0,0.0,16950000.0,0.7287671232876712,0.7287671232876712,203400000.0,940916.0,0.00983284169124877
471,20190725,5,2300000.0,0,21,2300000.0,1,195534.0,223960.0,2310890.0,-2244758.0,0,3,0.0,0,4,20111103,3,0,1,0,1850,6,1047,0,20180201.0,8.0,0.0,4200000.0,1.4767123287671233,9.476712328767123,50400000.0,66132.0,0.04563492063492063
1285,20180923,0,300000.0,0,21,300000.0,1,13330.0,34113.0,3283231.0,-2950116.0,1,2,2.0,5,0,20070316,4,0,1,1,2422,14,2187,2,20061113.0,0.0,0.0,6171288.0,11.868493150684932,11.868493150684932,74055456.0,333115.0,0.004051018199118239
4403,20191111,5,3000000.0,0,21,3000000.0,1,569345.0,566280.0,2994126.0,-2957909.0,1,3,0.0,0,0,20110610,4,0,1,0,563,4,246,3,20150817.0,3.0,0.0,5544372.0,4.238356164383561,7.238356164383561,66532464.0,36217.0,0.04509076952267994
5507,20201110,1,500000.0,0,21,500000.0,1,63913.0,44855.0,2158452.0,-2014000.0,0,3,0.0,0,0,20190225,4,0,1,1,2073,12,1908,3,20190208.0,0.0,0.0,2880000.0,1.7561643835616438,1.7561643835616438,34560000.0,144452.0,0.014467592592592593
5187,20180816,5,2000000.0,0,21,2000000.0,1,317658.0,220612.0,1801774.0,-1731800.0,0,3,0.0,0,0,20150715,4,0,1,0,225,12,1292,3,20190101.0,3.0,0.0,5004000.0,-0.3780821917808219,2.621917808219178,60048000.0,69974.0,0.033306687982946975
1014,20200131,4,1650000.0,0,21,1650000.0,1,110702.0,84738.0,5809205.0,-4917441.0,0,1,1.0,0,4,20060417,3,0,1,1,278,4,381,3,20140609.0,0.0,0.0,5542800.0,5.64931506849315,5.64931506849315,66513600.0,891764.0,0.024806956772750233
1088,20190301,0,100000.0,0,21,100000.0,1,8266.0,1278.0,97850.0,-66000.0,1,3,0.0,0,0,20190207,4,0,1,0,2017,4,1557,3,20180612.0,0.0,0.0,2030880.0,0.7178082191780822,0.7178082191780822,24370560.0,31850.0,0.004103311536542451
6898,20201222,5,200000.0,0,21,200000.0,1,51731.0,42872.0,868360.0,-864119.0,1,3,0.0,3,5,20190829,4,0,1,0,1857,23,2097,5,20190227.0,0.0,0.0,960000.0,1.819178082191781,1.819178082191781,11520000.0,4241.0,0.017361111111111112
6024,20200819,4,291000.0,0,21,291000.0,1,797.0,469.0,1251570.0,-1251502.0,1,2,3.0,0,4,20120626,4,0,1,0,1021,23,751,5,20070901.0,0.0,0.0,1920000.0,12.975342465753425,12.975342465753425,23040000.0,68.0,0.012630208333333334
5387,20181214,5,180000.0,0,21,180000.0,1,402.0,2028.0,835692.0,-835210.0,1,3,0.0,4,0,20180326,4,0,1,0,1332,2,2617,5,20180319.0,7.0,0.0,1800000.0,0.7397260273972602,7.739726027397261,21600000.0,482.0,0.008333333333333333
4400,20190808,2,500000.0,0,21,500000.0,1,440778.0,272451.0,4360344.0,-3889589.0,1,3,0.0,0,4,20130518,2,19,1,1,2073,12,1182,3,20190121.0,1.0,0.0,7200000.0,0.5452054794520548,1.5452054794520547,86400000.0,470755.0,0.005787037037037037
1565,20201130,5,7000000.0,0,21,7000000.0,1,30339.0,37167.0,784910.0,-828590.0,1,3,0.0,3,0,20200120,3,0,1,0,1857,23,223,2,20190910.0,0.0,0.0,1320000.0,1.2246575342465753,1.2246575342465753,15840000.0,-43680.0,0.44191919191919193
6097,20180221,5,800000.0,0,21,800000.0,1,710628.0,328254.0,4511831.0,-4014195.0,1,2,0.0,0,4,20160119,3,0,1,0,1390,18,1364,3,20091212.0,0.0,295750.0,2584560.0,8.2,8.2,31310470.0,497636.0,0.02555055864699572
3233,20200519,2,1500000.0,0,21,950000.0,1,112176.0,139415.0,2094083.0,-2071093.0,1,2,2.0,0,4,20190425,4,0,1,0,149,11,1348,3,20090501.0,0.0,0.0,3600000.0,11.057534246575342,11.057534246575342,43200000.0,22990.0,0.034722222222222224
5249,20190108,4,1150000.0,0,21,1150000.0,1,135872.0,131380.0,3074288.0,-2727165.0,1,3,0.0,0,4,20160826,4,0,1,1,140,12,1829,3,20190401.0,2.5,0.0,4080000.0,-0.2273972602739726,2.2726027397260276,48960000.0,347123.0,0.023488562091503268
